Review,Actual,Predicted,Probability
0,Negative,Positive,0.5623693
0,Negative,Positive,0.561822
0,Negative,Positive,0.5543809
0,Negative,Positive,0.55915195
0,Negative,Positive,0.5549491
0,Negative,Positive,0.56431884
0,Negative,Positive,0.781278
0,Negative,Positive,0.5552475
0,Negative,Positive,0.5554639
0,Negative,Positive,0.5553139
0,Negative,Positive,0.99913436
1,Positive,Negative,0.002472389
0,Negative,Positive,0.9521538
0,Negative,Positive,0.55540085
0,Negative,Positive,0.54541975
0,Negative,Positive,0.95281744
0,Negative,Positive,0.9988688
0,Negative,Positive,0.555417
0,Negative,Positive,0.5554528
0,Negative,Positive,0.5823406
0,Negative,Positive,0.5556346
0,Negative,Positive,0.5554505
0,Negative,Positive,0.55530316
1,Positive,Negative,0.071048334
0,Negative,Positive,0.7408066
0,Negative,Positive,0.55537087
0,Negative,Positive,0.5554737
0,Negative,Positive,0.55431366
0,Negative,Positive,0.5545389
0,Negative,Positive,0.55522907
0,Negative,Positive,0.5553771
0,Negative,Positive,0.5556505
0,Negative,Positive,0.55475295
0,Negative,Positive,0.99590325
0,Negative,Positive,0.5528424
0,Negative,Positive,0.55540615
0,Negative,Positive,0.5592756
1,Positive,Negative,0.47801223
0,Negative,Positive,0.5553881
0,Negative,Positive,0.5551689
0,Negative,Positive,0.52058804
0,Negative,Positive,0.5554171
0,Negative,Positive,0.5555379
1,Positive,Negative,0.49217454
0,Negative,Positive,0.5554218
0,Negative,Positive,0.5511965
0,Negative,Positive,0.88045216
0,Negative,Positive,0.5582136
0,Negative,Positive,0.5560066
0,Negative,Positive,0.99953794
1,Positive,Negative,0.13389619
0,Negative,Positive,0.5562191
0,Negative,Positive,0.5554277
0,Negative,Positive,0.5566491
0,Negative,Positive,0.55559707
0,Negative,Positive,0.55548084
1,Positive,Negative,0.0031485239
0,Negative,Positive,0.51224726
0,Negative,Positive,0.554176
0,Negative,Positive,0.99683195
0,Negative,Positive,0.5555822
0,Negative,Positive,0.8011357
0,Negative,Positive,0.5485694
0,Negative,Positive,0.5553776
0,Negative,Positive,0.65319854
0,Negative,Positive,0.5516534
0,Negative,Positive,0.5554673
0,Negative,Positive,0.5545949
0,Negative,Positive,0.55629605
0,Negative,Positive,0.5541248
0,Negative,Positive,0.5550595
0,Negative,Positive,0.548483
0,Negative,Positive,0.5554677
0,Negative,Positive,0.5553015
1,Positive,Negative,0.41772074
0,Negative,Positive,0.9952742
0,Negative,Positive,0.55553937
0,Negative,Positive,0.5559066
0,Negative,Positive,0.55333537
0,Negative,Positive,0.5554327
0,Negative,Positive,0.5557551
0,Negative,Positive,0.5519421
0,Negative,Positive,0.5526356
0,Negative,Positive,0.55546707
0,Negative,Positive,0.55467063
0,Negative,Positive,0.55728155
0,Negative,Positive,0.5555119
0,Negative,Positive,0.55557466
0,Negative,Positive,0.6045645
0,Negative,Positive,0.55532205
0,Negative,Positive,0.5554184
0,Negative,Positive,0.5554739
0,Negative,Positive,0.555432
0,Negative,Positive,0.55568975
0,Negative,Positive,0.5553204
0,Negative,Positive,0.5554554
0,Negative,Positive,0.5552893
1,Positive,Negative,0.327486
0,Negative,Positive,0.5526056
0,Negative,Positive,0.54098916
0,Negative,Positive,0.5556907
0,Negative,Positive,0.5554065
0,Negative,Positive,0.55537504
1,Positive,Negative,0.0680129
0,Negative,Positive,0.55577207
1,Positive,Negative,0.20827568
0,Negative,Positive,0.5465605
0,Negative,Positive,0.55712366
0,Negative,Positive,0.5659169
0,Negative,Positive,0.7119441
0,Negative,Positive,0.5553168
0,Negative,Positive,0.5542598
0,Negative,Positive,0.55664706
0,Negative,Positive,0.5554561
0,Negative,Positive,0.5551959
0,Negative,Positive,0.55546194
0,Negative,Positive,0.5563262
0,Negative,Positive,0.55710304
0,Negative,Positive,0.55519265
0,Negative,Positive,0.5544424
1,Positive,Negative,0.2721222
0,Negative,Positive,0.55508196
0,Negative,Positive,0.50898165
0,Negative,Positive,0.55540395
0,Negative,Positive,0.5553988
0,Negative,Positive,0.55556476
0,Negative,Positive,0.5536702
0,Negative,Positive,0.5555046
0,Negative,Positive,0.5553963
0,Negative,Positive,0.9711549
1,Positive,Negative,0.4725579
0,Negative,Positive,0.5566159
1,Positive,Negative,0.27024075
1,Positive,Negative,0.08423121
1,Positive,Negative,0.006637682
0,Negative,Positive,0.8782599
0,Negative,Positive,0.8105626
0,Negative,Positive,0.5554222
1,Positive,Negative,0.28571212
0,Negative,Positive,0.57123107
0,Negative,Positive,0.5548011
0,Negative,Positive,0.9997023
0,Negative,Positive,0.5579276
0,Negative,Positive,0.5551603
0,Negative,Positive,0.55558425
0,Negative,Positive,0.5554818
0,Negative,Positive,0.5557908
0,Negative,Positive,0.55545783
0,Negative,Positive,0.5553846
0,Negative,Positive,0.55526257
0,Negative,Positive,0.5550834
0,Negative,Positive,0.567293
0,Negative,Positive,0.55528736
0,Negative,Positive,0.5566619
0,Negative,Positive,0.55538154
0,Negative,Positive,0.5550813
0,Negative,Positive,0.5557803
0,Negative,Positive,0.55495703
0,Negative,Positive,0.5551739
0,Negative,Positive,0.5556536
0,Negative,Positive,0.55567294
0,Negative,Positive,0.5554092
0,Negative,Positive,0.55540115
0,Negative,Positive,0.5545799
0,Negative,Positive,0.55667245
0,Negative,Positive,0.9085707
0,Negative,Positive,0.55626315
0,Negative,Positive,0.5552604
0,Negative,Positive,0.55529416
0,Negative,Positive,0.5547025
0,Negative,Positive,0.5553252
0,Negative,Positive,0.83688325
0,Negative,Positive,0.55587137
0,Negative,Positive,0.56437826
0,Negative,Positive,0.90157807
1,Positive,Negative,0.033362463
0,Negative,Positive,0.55538064
0,Negative,Positive,0.55610555
0,Negative,Positive,0.5552672
0,Negative,Positive,0.5553518
0,Negative,Positive,0.56372124
0,Negative,Positive,0.5710038
0,Negative,Positive,0.5553909
0,Negative,Positive,0.5545851
0,Negative,Positive,0.5548614
0,Negative,Positive,0.55518407
0,Negative,Positive,0.5555306
0,Negative,Positive,0.555384
1,Positive,Negative,0.00063694007
0,Negative,Positive,0.55444103
0,Negative,Positive,0.91820306
0,Negative,Positive,0.5557698
1,Positive,Negative,0.01253229
0,Negative,Positive,0.55557954
1,Positive,Negative,0.07353879
0,Negative,Positive,0.55562913
0,Negative,Positive,0.55501175
0,Negative,Positive,0.5554369
0,Negative,Positive,0.8309229
0,Negative,Positive,0.5552591
0,Negative,Positive,0.55540484
0,Negative,Positive,0.55536735
0,Negative,Positive,0.55483943
0,Negative,Positive,0.55111814
0,Negative,Positive,0.9031695
0,Negative,Positive,0.7683771
0,Negative,Positive,0.5554793
0,Negative,Positive,0.5539561
0,Negative,Positive,0.5446773
0,Negative,Positive,0.5554012
0,Negative,Positive,0.5551086
0,Negative,Positive,0.5553711
0,Negative,Positive,0.5199609
0,Negative,Positive,0.5571698
0,Negative,Positive,0.5555912
1,Positive,Negative,0.011275981
0,Negative,Positive,0.5523446
0,Negative,Positive,0.553615
0,Negative,Positive,0.55603707
0,Negative,Positive,0.5555453
0,Negative,Positive,0.55543256
0,Negative,Positive,0.55523163
0,Negative,Positive,0.55863506
0,Negative,Positive,0.555404
0,Negative,Positive,0.5541325
0,Negative,Positive,0.5554304
0,Negative,Positive,0.5531616
0,Negative,Positive,0.9978151
0,Negative,Positive,0.55550194
0,Negative,Positive,0.5564442
0,Negative,Positive,0.99972147
0,Negative,Positive,0.55519825
1,Positive,Negative,0.013007817
